# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	98910	99206	+							USA300HOU_0098	297		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	98910	99206	+	ABX28136.1			hypothetical protein			USA300HOU_0098	297	98	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	99278	100498	-							USA300HOU_0099	1221		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	99278	100498	-	ABX28137.1			possible MFS family major facilitator transporter			USA300HOU_0099	1221	406	
gene	pseudogene	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	100496	101047	-							USA300HOU_0100	552		pseudo
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	100927	101025	-							USA300HOU_0101	99		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	100927	101025	-	ABX28138.1			hypothetical protein			USA300HOU_0101	99	32	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	101154	102014	+							USA300HOU_0102	861		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	101154	102014	+	ABX28139.1			possible transcriptional regulator			USA300HOU_0102	861	286	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	102369	102902	-							USA300HOU_0103	534		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	102369	102902	-	ABX28140.1			hypothetical protein			USA300HOU_0103	534	177	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	102993	103736	+							USA300HOU_0104	744		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	102993	103736	+	ABX28141.1			possible transcriptional regulator			USA300HOU_0104	744	247	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	104170	104772	+							USA300HOU_0105	603		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	104170	104772	+	ABX28142.1			hypothetical membrane protein			USA300HOU_0105	603	200	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	105039	108191	+							USA300HOU_0106	3153		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	105039	108191	+	ABX28143.1			hypothetical protein			USA300HOU_0106	3153	1050	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	108248	108730	+							USA300HOU_0107	483		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	108248	108730	+	ABX28144.1			hypothetical membrane protein			USA300HOU_0107	483	160	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	108935	109921	+					plc		USA300HOU_0108	987		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	108935	109921	+	ABX28145.1			phosphatidylinositol diacylglycerol-lyase	plc		USA300HOU_0108	987	328	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	110142	110912	+							USA300HOU_0109	771		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	110142	110912	+	ABX28146.1			staphylococcal tandem lipoprotein			USA300HOU_0109	771	256	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	110931	111734	+							USA300HOU_0110	804		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	110931	111734	+	ABX28147.1			possible staphylococcal tandem lipoprotein			USA300HOU_0110	804	267	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	111798	112568	+							USA300HOU_0111	771		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	111798	112568	+	ABX28148.1			possible staphylococcal tandem lipoprotein			USA300HOU_0111	771	256	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	112635	113402	+							USA300HOU_0112	768		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	112635	113402	+	ABX28149.1			staphylococcal tandem lipoprotein			USA300HOU_0112	768	255	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	113496	115733	+							USA300HOU_0113	2238		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	113496	115733	+	ABX28150.1			bifunctional AraC family transcriptional regulator/xylan 1,4-beta-xylosidase			USA300HOU_0113	2238	745	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	115884	117062	+							USA300HOU_0114	1179		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	115884	117062	+	ABX28151.1			M20 family peptidase			USA300HOU_0114	1179	392	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	117064	118452	+							USA300HOU_0115	1389		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	117064	118452	+	ABX28152.1			possible MFS family major facilitator transporter			USA300HOU_0115	1389	462	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	118945	120612	-							USA300HOU_0116	1668		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	118945	120612	-	ABX28153.1			possible PnaS family phosphate:sodium (Na+) symporter			USA300HOU_0116	1668	555	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	120932	122707	-							USA300HOU_0117	1776		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	120932	122707	-	ABX28154.1			myosin-cross-reactive antigen			USA300HOU_0117	1776	591	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	122881	123762	-							USA300HOU_0118	882		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	122881	123762	-	ABX28155.1			possible DMT superfamily drug/metabolite transporter			USA300HOU_0118	882	293	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	123866	125263	+							USA300HOU_0119	1398		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	123866	125263	+	ABX28156.1			possible bifunctional GntR family transcriptional regulator/aminotransferase			USA300HOU_0119	1398	465	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	125453	125926	+							USA300HOU_0120	474		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	125453	125926	+	ABX28157.1			hypothetical membrane protein			USA300HOU_0120	474	157	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	126188	127780	+					lctP		USA300HOU_0121	1593		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	126188	127780	+	ABX28158.1			LctP family L-lactate permease	lctP		USA300HOU_0121	1593	530	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	128109	129623	-					spa		USA300HOU_0122	1515		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	128109	129623	-	ABX28159.1			immunoglobulin G binding protein A	spa		USA300HOU_0122	1515	504	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	130008	130760	-					sarH1		USA300HOU_0123	753		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	130008	130760	-	ABX28160.1			staphylococcal accessory regulator H1	sarH1		USA300HOU_0123	753	250	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	131129	132127	-					sirC		USA300HOU_0124	999		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	131129	132127	-	ABX28161.1			iron (Fe3+) ABC superfamily ATP binding cassette transporter, membrane protein	sirC		USA300HOU_0124	999	332	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	132124	133119	-					sirB		USA300HOU_0125	996		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	132124	133119	-	ABX28162.1			iron (Fe3+) ABC superfamily ATP binding cassette transporter, membrane protein	sirB		USA300HOU_0125	996	331	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	133135	134109	-					sirA		USA300HOU_0126	975		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	133135	134109	-	ABX28163.1			iron (Fe3+) ABC superfamily ATP binding cassette transporter, binding protein	sirA		USA300HOU_0126	975	324	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	134358	135338	+							USA300HOU_0127	981		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	134358	135338	+	ABX28164.1			possible pyridoxal-phosphate dependent enzyme			USA300HOU_0127	981	326	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	135335	136345	+					ocd		USA300HOU_0128	1011		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	135335	136345	+	ABX28165.1			possible ornithine cyclodeaminase	ocd		USA300HOU_0128	1011	336	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	136366	138120	+							USA300HOU_0129	1755		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	136366	138120	+	ABX28166.1			IucA/IucC family siderophore biosynthesis protein			USA300HOU_0129	1755	584	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	138113	139369	+							USA300HOU_0130	1257		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	138113	139369	+	ABX28167.1			MFS family major facilitator transporter			USA300HOU_0130	1257	418	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	139359	141095	+							USA300HOU_0131	1737		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	139359	141095	+	ABX28168.1			IucA/IucC family siderophore biosynthesis protein			USA300HOU_0131	1737	578	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	141076	142854	+							USA300HOU_0132	1779		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	141076	142854	+	ABX28169.1			IucA/IucC family siderophore biosynthesis protein			USA300HOU_0132	1779	592	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	142826	143605	+							USA300HOU_0133	780		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	142826	143605	+	ABX28170.1			HpcH/HpaI family aldolase			USA300HOU_0133	780	259	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	143605	144807	+					lysA1		USA300HOU_0134	1203		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	143605	144807	+	ABX28171.1			diaminopimelate decarboxylase	lysA1		USA300HOU_0134	1203	400	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	144811	145575	+							USA300HOU_0135	765		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	144811	145575	+	ABX28172.1			hypothetical protein			USA300HOU_0135	765	254	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	145771	146178	+							USA300HOU_0136	408		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	145771	146178	+	ABX28173.1			hypothetical membrane protein			USA300HOU_0136	408	135	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	146228	146854	+							USA300HOU_0137	627		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	146228	146854	+	ABX28174.1			hypothetical membrane protein			USA300HOU_0137	627	208	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	147066	147842	+							USA300HOU_0138	777		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	147066	147842	+	ABX28175.1			short chain dehydrogenase			USA300HOU_0138	777	258	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	147986	148108	+							USA300HOU_0139	123		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	147986	148108	+	ABX28176.1			hypothetical protein			USA300HOU_0139	123	40	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	148178	149158	+					galE		USA300HOU_0140	981		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	148178	149158	+	ABX28177.1			UDP-glucose 4-epimerase	galE		USA300HOU_0140	981	326	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	149121	149813	+							USA300HOU_0141	693		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	149121	149813	+	ABX28178.1			glycosyltransferase			USA300HOU_0141	693	230	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	150023	151189	+							USA300HOU_0142	1167		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	150023	151189	+	ABX28179.1			glycosyltransferase			USA300HOU_0142	1167	388	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	151170	152408	+							USA300HOU_0143	1239		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	151170	152408	+	ABX28180.1			hypothetical membrane protein			USA300HOU_0143	1239	412	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	152398	153828	+							USA300HOU_0144	1431		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	152398	153828	+	ABX28181.1			MOP superfamily multidrug/oligosaccharidyl-lipid/polysaccharide flippase transporter			USA300HOU_0144	1431	476	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	154096	154695	+					sodM		USA300HOU_0145	600		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	154096	154695	+	ABX28182.1			superoxide dismutase	sodM		USA300HOU_0145	600	199	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	155063	155788	+					sasD		USA300HOU_0146	726		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	155063	155788	+	ABX28183.1			cell wall surface anchor protein	sasD		USA300HOU_0146	726	241	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	155980	156735	-							USA300HOU_0147	756		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	155980	156735	-	ABX28184.1			transcriptional regulator			USA300HOU_0147	756	251	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	156971	157678	+					deoD1		USA300HOU_0148	708		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	156971	157678	+	ABX28185.1			purine-nucleoside phosphorylase	deoD1		USA300HOU_0148	708	235	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	157685	159037	+							USA300HOU_0149	1353		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	157685	159037	+	ABX28186.1			MFS family major facilitator transporter, tetracycline:cation symporter			USA300HOU_0149	1353	450	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	159118	159780	+					deoC1		USA300HOU_0150	663		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	159118	159780	+	ABX28187.1			deoxyribose-phosphate aldolase	deoC1		USA300HOU_0150	663	220	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	159808	160986	+					deoB1		USA300HOU_0151	1179		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	159808	160986	+	ABX28188.1			phosphopentomutase	deoB1		USA300HOU_0151	1179	392	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	161117	161932	-							USA300HOU_0152	816		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	161117	161932	-	ABX28189.1			ABC superfamily ATP binding cassette transporter, membrane protein			USA300HOU_0152	816	271	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	161929	162654	-							USA300HOU_0153	726		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	161929	162654	-	ABX28190.1			ABC superfamily ATP binding cassette transporter, membrane protein			USA300HOU_0153	726	241	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	162731	163504	-							USA300HOU_0154	774		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	162731	163504	-	ABX28191.1			ABC superfamily ATP binding cassette transporter, ABC protein			USA300HOU_0154	774	257	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	163718	164674	-							USA300HOU_0155	957		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	163718	164674	-	ABX28192.1			ABC superfamily ATP binding cassette transporter, binding protein			USA300HOU_0155	957	318	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	164903	166447	+							USA300HOU_0156	1545		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	164903	166447	+	ABX28193.1			hypothetical protein			USA300HOU_0156	1545	514	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	166498	168033	+							USA300HOU_0157	1536		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	166498	168033	+	ABX28194.1			nucleotidase			USA300HOU_0157	1536	511	
gene	pseudogene	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	168117	168320	+							USA300HOU_0158	204		pseudo
gene	pseudogene	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	168633	169453	+							USA300HOU_0159	821		pseudo
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	169537	169863	+							USA300HOU_0160	327		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	169537	169863	+	ABX28195.1			hypothetical protein			USA300HOU_0160	327	108	
gene	pseudogene	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	170116	170651	+							USA300HOU_0161	536		pseudo
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	171101	173710	+							USA300HOU_0162	2610		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	171101	173710	+	ABX28196.1			alcohol dehydrogenase			USA300HOU_0162	2610	869	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	174055	174723	+					cap5A		USA300HOU_0163	669		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	174055	174723	+	ABX28197.1			capsular polysaccharide biosynthesis protein Cap5A	cap5A		USA300HOU_0163	669	222	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	174739	175425	+					cap5B		USA300HOU_0164	687		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	174739	175425	+	ABX28198.1			capsular polysaccharide biosynthesis protein Cap5B	cap5B		USA300HOU_0164	687	228	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	175428	176192	+					cap5C		USA300HOU_0165	765		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	175428	176192	+	ABX28199.1			capsular polysaccharide biosynthesis protein Cap5C	cap5C		USA300HOU_0165	765	254	
