# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "CDS" "-p" "-g" "gene_id" "-F" "GTF" "-a" "data/reference_genome/S_aureus_CP000730.gtf" "-o" "data/processed_data/counts_files/all_samples_counts.txt" "data/processed_data/bam_files/ERR2713020.bam" "data/processed_data/bam_files/ERR2713021.bam" "data/processed_data/bam_files/ERR2713022.bam" "data/processed_data/bam_files/ERR2713023.bam" "data/processed_data/bam_files/ERR2713024.bam" "data/processed_data/bam_files/ERR2713025.bam" 
Geneid	Chr	Start	End	Strand	Length	data/processed_data/bam_files/ERR2713020.bam	data/processed_data/bam_files/ERR2713021.bam	data/processed_data/bam_files/ERR2713022.bam	data/processed_data/bam_files/ERR2713023.bam	data/processed_data/bam_files/ERR2713024.bam	data/processed_data/bam_files/ERR2713025.bam
USA300HOU_0339	CP000730.1	370582	371940	-	1359	126	75	76	78	45	111
USA300HOU_0340	CP000730.1	372310	374379	+	2070	7998	8032	7246	10917	6516	12886
USA300HOU_0341	CP000730.1	374627	375451	-	825	545	340	450	759	467	1167
USA300HOU_0342	CP000730.1	375527	376723	-	1197	315	195	214	608	345	753
USA300HOU_0343	CP000730.1	376819	376908	+	90	16	5	3	36	24	43
USA300HOU_0344	CP000730.1	377025	378023	+	999	1531	1104	1480	581	257	549
USA300HOU_0345	CP000730.1	378060	378389	+	330	528	388	478	230	96	195
USA300HOU_0346	CP000730.1	378393	379190	+	798	865	816	909	401	230	371
USA300HOU_0347	CP000730.1	379183	380124	+	942	1047	872	1052	485	263	499
USA300HOU_0348	CP000730.1	380105	381124	+	1020	1382	988	1412	683	326	587
USA300HOU_0349	CP000730.1	381442	382464	+	1023	3718	3776	3873	1051	591	1246
USA300HOU_0350	CP000730.1	382563	383906	-	1344	313	272	290	274	190	428
USA300HOU_0351	CP000730.1	383924	384214	-	291	68	30	29	57	31	89
USA300HOU_0352	CP000730.1	384210	384650	-	441	59	30	40	93	49	108
USA300HOU_0353	CP000730.1	384658	386610	-	1953	211	180	215	433	299	1308
USA300HOU_0354	CP000730.1	386822	387238	+	417	122	98	131	462	257	827
USA300HOU_0355	CP000730.1	387348	388700	+	1353	325	177	307	997	544	1484
USA300HOU_0356	CP000730.1	388807	389244	+	438	174	133	180	568	309	757
USA300HOU_0357	CP000730.1	389333	390688	-	1356	723	517	552	1325	941	3398
USA300HOU_0358	CP000730.1	390996	391919	+	924	7995	7742	9719	358	193	377
USA300HOU_0359	CP000730.1	391936	392994	+	1059	11947	12710	14954	467	203	524
USA300HOU_0360	CP000730.1	393011	393574	+	564	6976	7969	8980	204	138	283
USA300HOU_0361	CP000730.1	393640	394632	-	993	1175	1036	954	761	417	996
USA300HOU_0362	CP000730.1	394631	395023	+	393	338	310	358	25	28	73
USA300HOU_0363	CP000730.1	395106	395648	+	543	1125	1013	1143	228	143	411
USA300HOU_0364	CP000730.1	395919	396770	+	852	196	218	204	76	37	72
USA300HOU_0365	CP000730.1	396770	397996	+	1227	223	248	206	128	49	138
USA300HOU_0366	CP000730.1	397980	399689	+	1710	229	224	274	285	135	305
USA300HOU_0367	CP000730.1	399787	400440	-	654	489	281	435	943	631	1275
USA300HOU_0368	CP000730.1	400505	400717	-	213	349	150	220	474	319	705
USA300HOU_0369	CP000730.1	400829	401215	-	387	410	194	307	619	318	623
USA300HOU_0370	CP000730.1	401456	401656	+	201	84	95	85	115	75	107
USA300HOU_0371	CP000730.1	401656	402366	+	711	430	459	379	445	276	449
USA300HOU_0372	CP000730.1	402394	403233	+	840	796	1003	678	771	491	806
USA300HOU_0373	CP000730.1	403236	403862	+	627	1199	1136	1117	1414	865	1920
USA300HOU_0374	CP000730.1	404235	405365	-	1131	90	47	69	1421	859	1892
USA300HOU_0375	CP000730.1	405904	407082	+	1179	2135	1719	1821	5149	2817	6822
USA300HOU_0376	CP000730.1	407171	407920	-	750	1047	848	884	1052	673	1361
USA300HOU_0377	CP000730.1	407966	410191	-	2226	2656	2261	2200	2486	1518	3092
USA300HOU_0378	CP000730.1	410191	412029	-	1839	1175	914	974	1135	695	1316
USA300HOU_0379	CP000730.1	412001	413158	-	1158	323	223	209	313	222	424
USA300HOU_0380	CP000730.1	413158	414258	-	1101	166	103	105	327	193	435
USA300HOU_0381	CP000730.1	414922	415764	+	843	157	94	70	414	180	356
USA300HOU_0382	CP000730.1	415924	416802	+	879	258	159	203	3386	1529	2841
USA300HOU_0383	CP000730.1	416835	417035	+	201	97	59	82	1161	566	1316
USA300HOU_0384	CP000730.1	417050	418144	+	1095	1096	807	856	9194	4270	9738
USA300HOU_0385	CP000730.1	418236	418424	-	189	365	375	388	340	204	702
USA300HOU_0386	CP000730.1	418411	418677	-	267	79	77	102	1497	766	53
USA300HOU_0387	CP000730.1	418668	418961	+	294	2008	1777	1846	48039	25210	58783
USA300HOU_0388	CP000730.1	418985	419485	+	501	3414	2848	3189	78210	40599	106650
USA300HOU_0389	CP000730.1	419540	419779	+	240	1619	1452	1736	31437	16373	45946
USA300HOU_0390	CP000730.1	420051	421022	-	972	37	11	16	330	141	278
USA300HOU_0392	CP000730.1	421932	422540	+	609	171	129	169	196	118	242
USA300HOU_0393	CP000730.1	422643	422759	-	117	7	0	0	4	3	5
USA300HOU_0394	CP000730.1	422912	423277	+	366	8	2	2	23	19	28
USA300HOU_0395	CP000730.1	423461	424030	+	570	2045	2132	1452	900	709	2114
USA300HOU_0396	CP000730.1	424174	424434	-	261	750	511	799	577	522	1367
USA300HOU_0397	CP000730.1	424734	424982	+	249	17715	20330	19622	4940	3354	10071
USA300HOU_0398	CP000730.1	425027	425233	-	207	5	2	3	33	19	29
USA300HOU_0399	CP000730.1	425411	425989	+	579	93	88	74	645	418	886
USA300HOU_0400	CP000730.1	426061	426441	-	381	215	187	205	997	748	2240
USA300HOU_0401	CP000730.1	426699	427322	-	624	2265	1881	2039	1777	1125	2927
USA300HOU_0402	CP000730.1	427398	427688	-	291	213	174	118	459	279	508
USA300HOU_0403	CP000730.1	427770	429290	-	1521	507760	504547	538968	10533	6490	11396
USA300HOU_0404	CP000730.1	429309	429875	-	567	286640	278454	292735	3820	2645	5138
USA300HOU_0405	CP000730.1	430316	431119	+	804	14591	13397	15692	797	486	1013
USA300HOU_0406	CP000730.1	431206	432591	-	1386	8583	8955	8779	1086	609	1345
USA300HOU_0408	CP000730.1	433571	434524	-	954	2940	2467	2735	4428	2853	7665
USA300HOU_0409	CP000730.1	434645	435304	-	660	4216	4200	4624	1639	1143	2534
USA300HOU_0410	CP000730.1	435450	435854	-	405	17517	20093	19376	1280	916	4521
USA300HOU_0411	CP000730.1	436367	436942	+	576	266	239	282	6058	2854	4354
USA300HOU_0412	CP000730.1	436945	438210	+	1266	1184	1007	1127	16687	8790	14533
USA300HOU_0413	CP000730.1	438251	439714	+	1464	4974	4374	4678	31024	17472	28991
USA300HOU_0414	CP000730.1	439742	441280	+	1539	6838	6658	6961	39819	22270	43505
USA300HOU_0415	CP000730.1	441399	441932	-	534	208	217	172	348	185	311
USA300HOU_0416	CP000730.1	442328	443029	-	702	148	107	87	310	173	284
USA300HOU_0417	CP000730.1	443431	443700	-	270	34	21	20	45	25	49
USA300HOU_0419	CP000730.1	443964	444113	-	150	122	95	87	89	53	95
USA300HOU_0420	CP000730.1	444640	444996	-	357	740	957	963	130	54	124
USA300HOU_0421	CP000730.1	445018	445860	-	843	1804	1810	2232	181	78	205
USA300HOU_0422	CP000730.1	446332	447009	+	678	301	267	281	136	65	294
USA300HOU_0423	CP000730.1	447298	447990	+	693	177	180	206	70	31	96
USA300HOU_0424	CP000730.1	448284	449339	+	1056	140	48	70	64	24	97
USA300HOU_0425	CP000730.1	449461	449595	+	135	14	5	2	3	5	7
USA300HOU_0426	CP000730.1	449707	450630	+	924	125	28	34	58	26	87
USA300HOU_0427	CP000730.1	450982	451698	+	717	144	122	140	47	30	94
USA300HOU_0428	CP000730.1	452147	452839	+	693	127	71	123	72	24	110
USA300HOU_0429	CP000730.1	453263	453955	+	693	422	330	455	136	114	174
USA300HOU_0430	CP000730.1	454302	454997	+	696	76	71	109	52	28	105
USA300HOU_0431	CP000730.1	455380	456075	+	696	136	127	99	38	30	82
USA300HOU_0432	CP000730.1	456444	457124	+	681	283	266	318	195	72	308
USA300HOU_0433	CP000730.1	457391	458944	+	1554	513	407	393	2220	1204	2794
USA300HOU_0434	CP000730.1	458940	460148	+	1209	297	182	158	2080	1130	1688
USA300HOU_0435	CP000730.1	460534	461208	+	675	42	25	39	1117	645	904
USA300HOU_0436	CP000730.1	461233	462738	+	1506	647	566	640	3013	1639	2785
USA300HOU_0437	CP000730.1	462847	463152	-	306	3198	4039	3463	329	247	505
USA300HOU_0438	CP000730.1	463490	464290	+	801	158	100	76	49	24	41
USA300HOU_0439	CP000730.1	464324	465121	+	798	131	159	142	74	42	56
USA300HOU_0441	CP000730.1	465999	466796	+	798	86	64	47	57	27	30
USA300HOU_0442	CP000730.1	466818	467585	+	768	85	40	59	31	25	27
USA300HOU_0443	CP000730.1	467620	468408	+	789	71	50	26	42	27	29
USA300HOU_0444	CP000730.1	468481	469254	+	774	74	38	46	61	22	34
USA300HOU_0445	CP000730.1	469433	470245	+	813	274	197	189	85	56	97
USA300HOU_0446	CP000730.1	470267	471049	+	783	394	289	280	198	87	131
USA300HOU_0447	CP000730.1	471232	472044	+	813	887	859	874	327	170	317
USA300HOU_0448	CP000730.1	472037	473362	+	1326	1299	1710	1320	708	412	648
USA300HOU_0449	CP000730.1	473362	473682	+	321	390	480	363	289	187	196
USA300HOU_0450	CP000730.1	473704	474015	+	312	313	403	264	303	172	272
USA300HOU_0451	CP000730.1	474311	474502	-	192	378	397	371	129	98	174
USA300HOU_0452	CP000730.1	474687	475886	+	1200	1698	1696	1735	154	70	223
USA300HOU_0453	CP000730.1	475995	476135	-	141	55	48	64	14	8	21
USA300HOU_0454	CP000730.1	476158	476283	+	126	19	9	12	16	4	16
USA300HOU_0455	CP000730.1	476797	476859	-	63	24	36	30	27	16	63
USA300HOU_0456	CP000730.1	476894	476956	-	63	14	19	15	18	12	50
USA300HOU_0457	CP000730.1	477477	478958	+	1482	4241	4264	4031	3853	1593	3151
USA300HOU_0458	CP000730.1	478974	481676	+	2703	16790	18748	17163	9465	4077	8468
USA300HOU_0459	CP000730.1	481841	482200	+	360	4171	4822	4860	3225	1656	4131
USA300HOU_0460	CP000730.1	482435	482848	-	414	451	342	344	797	516	1020
USA300HOU_0461	CP000730.1	482886	483557	+	672	2036	1982	2218	2014	1165	2117
USA300HOU_0462	CP000730.1	483597	484328	+	732	2669	2687	3026	2104	1125	2504
USA300HOU_0463	CP000730.1	484509	484619	+	111	105	90	62	105	58	94
USA300HOU_0464	CP000730.1	490400	491239	+	840	1583	1669	1503	403	250	443
USA300HOU_0465	CP000730.1	491574	492575	+	1002	587	467	471	5096	2460	4173
USA300HOU_0466	CP000730.1	492766	493032	-	267	1020	1083	1154	786	508	1355
USA300HOU_0467	CP000730.1	493172	493573	+	402	398	395	448	562	334	740
USA300HOU_0468	CP000730.1	493566	494048	+	483	722	702	774	945	540	1326
USA300HOU_0469	CP000730.1	494223	495002	-	780	435	381	455	999	665	1176
USA300HOU_0470	CP000730.1	495002	496117	-	1116	289	227	241	660	433	776
USA300HOU_0471	CP000730.1	496235	497116	-	882	176	161	140	200	128	230
USA300HOU_0472	CP000730.1	497297	501793	+	4497	22352	26684	22189	7466	4732	7285
USA300HOU_0473	CP000730.1	501814	503274	+	1461	10259	12732	10147	4278	2438	3855
USA300HOU_0474	CP000730.1	504109	505533	+	1425	1823	1813	2584	2339	1452	4638
USA300HOU_0475	CP000730.1	505600	507237	+	1638	682	548	765	1179	578	1749
USA300HOU_0476	CP000730.1	508632	509153	+	522	297	215	306	1363	622	1357
USA300HOU_0477	CP000730.1	509249	510919	+	1671	3675	3094	3978	10649	5188	11864
USA300HOU_0478	CP000730.1	511012	511326	+	315	4387	4528	4928	5182	2576	5664
USA300HOU_0479	CP000730.1	511336	511929	+	594	5628	5940	6253	7120	3658	7334
USA300HOU_0480	CP000730.1	518695	520029	+	1335	362	387	398	981	452	1028
USA300HOU_0481	CP000730.1	520025	520648	+	624	444	403	451	1045	542	1057
USA300HOU_0482	CP000730.1	520679	521005	+	327	3678	4360	4310	6765	3651	8507
USA300HOU_0483	CP000730.1	521222	522145	+	924	597	507	388	5327	2615	3879
USA300HOU_0484	CP000730.1	522149	522949	+	801	1083	988	901	4748	2386	4814
USA300HOU_0485	CP000730.1	522999	523313	+	315	543	596	517	1977	932	2206
USA300HOU_0486	CP000730.1	523309	523404	+	96	52	52	45	233	114	230
USA300HOU_0487	CP000730.1	523590	524312	+	723	435	399	423	2004	994	1987
USA300HOU_0488	CP000730.1	524308	524553	+	246	183	163	151	666	322	716
USA300HOU_0489	CP000730.1	524558	525394	+	837	505	407	440	2379	1148	2575
USA300HOU_0490	CP000730.1	525682	527652	+	1971	3981	3739	3727	14458	7840	16275
USA300HOU_0491	CP000730.1	527686	528456	+	771	2138	2104	2113	6134	3130	6689
USA300HOU_0492	CP000730.1	528626	529159	+	534	558	455	480	1921	1020	1880
USA300HOU_0493	CP000730.1	529173	530063	+	891	942	929	829	3138	1820	3313
USA300HOU_0494	CP000730.1	530166	530426	+	261	8899	8795	8720	31442	17165	47307
USA300HOU_0495	CP000730.1	536154	536804	+	651	8299	8390	8801	70985	42416	107385
USA300HOU_0496	CP000730.1	537118	537687	+	570	486	378	360	699	381	1013
USA300HOU_0497	CP000730.1	537690	541193	+	3504	3552	3344	3194	5223	2849	4848
USA300HOU_0498	CP000730.1	541186	542709	+	1524	2056	1915	2352	3104	1644	3268
USA300HOU_0499	CP000730.1	542712	543902	+	1191	3410	2910	3598	4068	2276	4741
USA300HOU_0500	CP000730.1	543902	544162	+	261	857	782	928	1199	670	1472
USA300HOU_0501	CP000730.1	544183	544572	+	390	1551	1453	1755	2181	1055	2592
USA300HOU_0502	CP000730.1	544680	545078	+	399	5527	5526	5876	6408	3939	11001
USA300HOU_0503	CP000730.1	545261	546553	+	1293	727	578	555	3590	1862	3733
USA300HOU_0504	CP000730.1	546543	547097	+	555	907	828	850	4761	2518	4641
USA300HOU_0505	CP000730.1	547357	549447	+	2091	34029	29831	33631	40916	22023	42694
USA300HOU_0506	CP000730.1	549679	550557	+	879	5642	4768	6364	3236	1558	3096
USA300HOU_0507	CP000730.1	550739	551668	+	930	27462	31931	27315	7249	3906	7915
USA300HOU_0508	CP000730.1	551887	552687	+	801	446	323	400	873	449	977
USA300HOU_0509	CP000730.1	552662	553030	+	369	421	362	413	1095	578	1466
USA300HOU_0510	CP000730.1	562592	563971	-	1380	267	374	181	394	198	484
USA300HOU_0511	CP000730.1	564075	564959	+	885	6065	7717	6691	8039	4498	8174
USA300HOU_0512	CP000730.1	564966	565523	+	558	4252	5326	4401	5936	3216	6105
USA300HOU_0513	CP000730.1	565535	565684	+	150	4	9	1	15	10	6
USA300HOU_0514	CP000730.1	565737	566948	-	1212	997	901	858	10850	6532	16275
USA300HOU_0515	CP000730.1	567106	567564	+	459	63440	70172	70876	767	544	1232
USA300HOU_0516	CP000730.1	567586	568149	+	564	54777	59863	56584	667	342	783
USA300HOU_0517	CP000730.1	568139	569146	+	1008	115361	130360	118381	1442	869	1496
USA300HOU_0518	CP000730.1	569163	571616	+	2454	419058	500306	445949	6876	3822	6629
USA300HOU_0519	CP000730.1	572104	573465	+	1362	5009	5482	5055	3016	1471	3117
USA300HOU_0520	CP000730.1	573493	574563	+	1071	2662	2513	2553	2860	1360	2574
USA300HOU_0521	CP000730.1	575123	576574	+	1452	4014	3815	3973	10352	5484	11549
USA300HOU_0522	CP000730.1	576916	577644	+	729	1979	1674	1703	1040	576	961
USA300HOU_0523	CP000730.1	577601	579028	+	1428	6304	6255	6307	2679	1449	2583
USA300HOU_0524	CP000730.1	579024	579425	+	402	2059	2003	1994	859	486	789
USA300HOU_0525	CP000730.1	579436	580179	+	744	4291	4079	4093	1720	916	1598
USA300HOU_0526	CP000730.1	580182	580703	+	522	4258	3913	4299	1811	955	1726
USA300HOU_0527	CP000730.1	580787	581353	+	567	2915	2550	2761	1736	988	1640
USA300HOU_0528	CP000730.1	581471	581611	+	141	1231	1049	1156	2928	1483	3308
USA300HOU_0529	CP000730.1	581670	581849	+	180	1113	1023	1057	3075	1619	2894
USA300HOU_0530	CP000730.1	581865	582410	+	546	4217	3864	4058	9379	4911	10628
USA300HOU_0531	CP000730.1	582594	583013	+	420	7027	6427	7283	67523	38596	100671
USA300HOU_0532	CP000730.1	583224	583913	+	690	8249	7180	8208	87398	50750	131950
USA300HOU_0533	CP000730.1	584188	584685	+	498	5536	4637	5302	82764	51412	123188
USA300HOU_0534	CP000730.1	584731	585096	+	366	3904	3823	4175	40107	22160	60260
USA300HOU_0535	CP000730.1	585274	585879	+	606	603	526	513	6822	3884	9157
USA300HOU_0536	CP000730.1	586097	589645	+	3549	40220	35374	40597	105535	56760	121672
USA300HOU_0537	CP000730.1	589785	593405	+	3621	42549	40354	47565	124024	69492	161169
USA300HOU_0538	CP000730.1	593488	593796	+	309	6380	5379	5608	39717	22667	58302
USA300HOU_0539	CP000730.1	593897	594307	+	411	17402	15710	17005	88301	53026	127638
USA300HOU_0540	CP000730.1	594376	594843	+	468	19416	18251	19231	83367	48864	131358
USA300HOU_0541	CP000730.1	597267	598448	+	1182	201137	195960	212139	282614	170849	471757
USA300HOU_0542	CP000730.1	598736	599908	-	1173	637	373	420	868	476	1248
USA300HOU_0543	CP000730.1	600079	601263	+	1185	5983	4826	5586	4709	2546	7821
USA300HOU_0544	CP000730.1	601532	602407	+	876	31019	27207	31611	7147	4558	8224
USA300HOU_0545	CP000730.1	602567	604204	+	1638	293	203	201	389	232	577
USA300HOU_0546	CP000730.1	604421	605383	+	963	10714	9066	9782	7344	4256	19844
USA300HOU_0547	CP000730.1	605721	606794	+	1074	5707	5279	5172	5118	2672	7489
USA300HOU_0548	CP000730.1	606770	606940	+	171	267	251	215	304	118	296
USA300HOU_0549	CP000730.1	607047	607727	+	681	533	422	319	1399	626	1334
USA300HOU_0550	CP000730.1	607849	608508	-	660	247	193	182	1711	1060	2188
USA300HOU_0551	CP000730.1	608504	609163	-	660	47	21	25	800	345	547
USA300HOU_0552	CP000730.1	609185	609652	+	468	96	41	43	806	489	1184
USA300HOU_0553	CP000730.1	609802	610668	+	867	118	68	79	1193	592	1093
USA300HOU_0554	CP000730.1	610692	611255	+	564	397	313	236	1242	720	1410
USA300HOU_0555	CP000730.1	611689	614529	+	2841	161	68	85	1624	819	2641
USA300HOU_0556	CP000730.1	614899	619041	+	4143	356	233	162	6999	3779	8350
USA300HOU_0557	CP000730.1	619438	622899	+	3462	528	314	339	3346	1748	4566
USA300HOU_0558	CP000730.1	623021	624490	+	1470	505	479	461	1023	627	1323
USA300HOU_0559	CP000730.1	624620	626107	-	1488	2875	2596	2725	5961	3302	10176
USA300HOU_0560	CP000730.1	626392	627267	-	876	6113	4684	5177	4350	2511	5459
USA300HOU_0561	CP000730.1	627283	627945	-	663	3652	2642	2825	2448	1472	2963
USA300HOU_0562	CP000730.1	627962	628327	-	366	2715	2017	2227	1926	1167	2869
USA300HOU_0563	CP000730.1	628597	629352	+	756	1239	978	1094	891	466	1028
USA300HOU_0564	CP000730.1	629432	630061	+	630	4574	3554	4250	2964	1727	3272
USA300HOU_0565	CP000730.1	630066	630611	+	546	4789	3794	4313	2785	1820	3144
USA300HOU_0566	CP000730.1	630727	631371	+	645	61	32	16	472	243	477
USA300HOU_0567	CP000730.1	631876	633273	+	1398	1034	908	930	2678	1484	3614
USA300HOU_0568	CP000730.1	633820	635193	+	1374	67	39	14	433	173	315
USA300HOU_0569	CP000730.1	635198	636334	+	1137	154	116	128	690	374	728
USA300HOU_0570	CP000730.1	636312	636674	+	363	23	8	17	192	110	164
USA300HOU_0571	CP000730.1	636680	636946	+	267	45	42	21	235	103	211
USA300HOU_0572	CP000730.1	637153	637317	-	165	2813	3133	2812	3912	2739	6775
USA300HOU_0573	CP000730.1	637827	638654	-	828	5188	3638	5046	3089	1827	4067
USA300HOU_0574	CP000730.1	638838	639491	+	654	143	81	92	2214	1059	2828
USA300HOU_0575	CP000730.1	639495	639872	+	378	126	71	78	1360	763	1751
USA300HOU_0576	CP000730.1	640008	640373	+	366	121	71	102	1342	687	1540
USA300HOU_0577	CP000730.1	640497	641978	+	1482	1006	677	728	6319	3368	7259
USA300HOU_0578	CP000730.1	642126	642575	-	450	282	172	241	648	366	923
USA300HOU_0579	CP000730.1	642591	643352	-	762	313	241	239	856	484	1330
USA300HOU_0580	CP000730.1	643904	644653	-	750	6205	5313	5610	3714	2197	4874
USA300HOU_0581	CP000730.1	644821	645804	+	984	6427	5222	6095	10399	5930	16286
USA300HOU_0582	CP000730.1	645810	646643	+	834	6358	5725	6098	9652	5607	13609
USA300HOU_0583	CP000730.1	647233	648150	+	918	513	297	294	4027	1775	2668
USA300HOU_0584	CP000730.1	648158	649138	+	981	1307	1114	942	4962	2379	4714
USA300HOU_0585	CP000730.1	649154	650227	+	1074	2155	1769	1473	6335	3153	6199
USA300HOU_0586	CP000730.1	650407	650745	+	339	538	504	416	1177	615	1193
USA300HOU_0587	CP000730.1	650803	652122	-	1320	84137	94520	83244	871	456	1074
USA300HOU_0588	CP000730.1	652112	652549	-	438	15991	17512	15901	161	66	143
USA300HOU_0589	CP000730.1	652530	652625	+	96	0	0	0	0	0	0
USA300HOU_0590	CP000730.1	652607	652705	+	99	7	2	1	7	7	7
USA300HOU_0591	CP000730.1	653168	654580	+	1413	527	374	278	383	216	313
USA300HOU_0592	CP000730.1	654587	655210	+	624	96	50	46	162	78	93
USA300HOU_0593	CP000730.1	655339	655977	+	639	153	121	87	269	147	179
USA300HOU_0594	CP000730.1	656068	656682	+	615	193	195	142	423	197	246
USA300HOU_0595	CP000730.1	656760	657386	+	627	213	164	134	379	188	285
USA300HOU_0596	CP000730.1	657446	657559	+	114	60	43	38	123	83	101
USA300HOU_0597	CP000730.1	657585	658202	+	618	133	106	83	250	166	196
USA300HOU_0598	CP000730.1	658336	658974	+	639	176	135	130	428	200	252
USA300HOU_0600	CP000730.1	659659	659736	+	78	53	45	36	91	81	101
USA300HOU_0601	CP000730.1	660106	660732	+	627	86	51	39	241	143	192
USA300HOU_0602	CP000730.1	660850	661497	+	648	131	92	80	329	141	248
USA300HOU_0603	CP000730.1	661537	662169	+	633	229	183	183	367	170	306
USA300HOU_0604	CP000730.1	662138	662380	+	243	111	105	103	185	111	170
USA300HOU_0605	CP000730.1	662407	663030	+	624	179	169	196	339	208	292
USA300HOU_0606	CP000730.1	663303	664238	+	936	2620	2652	2608	1477	854	1715
USA300HOU_0607	CP000730.1	664452	664985	+	534	11895	9970	11786	2451	1378	4077
USA300HOU_0608	CP000730.1	665157	665630	+	474	480	324	304	714	299	542
USA300HOU_0609	CP000730.1	665673	666965	+	1293	5025	4062	4007	3674	2110	3991
USA300HOU_0610	CP000730.1	668016	669023	+	1008	500	431	452	898	813	3935
USA300HOU_0611	CP000730.1	669101	669205	+	105	5	1	2	8	6	16
USA300HOU_0612	CP000730.1	669289	669714	+	426	183	138	123	1136	586	980
USA300HOU_0613	CP000730.1	669714	671372	+	1659	1046	1072	846	6002	3265	6311
USA300HOU_0614	CP000730.1	671763	672395	+	633	82	75	64	202	108	194
USA300HOU_0615	CP000730.1	672777	673661	+	885	172	139	107	1452	845	1266
USA300HOU_0616	CP000730.1	673776	674759	+	984	307	213	213	791	498	970
USA300HOU_0617	CP000730.1	674817	675533	+	717	576	486	499	787	442	885
USA300HOU_0618	CP000730.1	675520	676317	+	798	1174	1263	977	1149	709	1200
USA300HOU_0619	CP000730.1	676456	676959	+	504	11289	11267	12747	17328	11138	48143
USA300HOU_0620	CP000730.1	677097	677837	+	741	2156	1768	1811	3289	1942	5055
USA300HOU_0621	CP000730.1	678009	678794	+	786	4298	4612	3856	1456	824	1556
USA300HOU_0622	CP000730.1	679051	679422	-	372	11897	14093	12950	7983	4826	11583
USA300HOU_0623	CP000730.1	680135	680281	-	147	18	15	20	105	53	119
USA300HOU_0626	CP000730.1	682270	682623	-	354	1599	1815	1397	1506	857	1948
USA300HOU_0627	CP000730.1	682682	683269	-	588	124	128	69	52	28	45
USA300HOU_0628	CP000730.1	683279	684322	-	1044	87	43	26	39	28	76
USA300HOU_0629	CP000730.1	684315	686159	-	1845	369	356	384	381	194	430
USA300HOU_0630	CP000730.1	686167	687522	-	1356	71	54	48	61	38	57
USA300HOU_0631	CP000730.1	687579	690071	-	2493	313	274	222	460	232	492
USA300HOU_0632	CP000730.1	690109	690489	-	381	83	63	76	104	37	75
USA300HOU_0633	CP000730.1	690504	690761	-	258	76	61	51	96	47	77
USA300HOU_0634	CP000730.1	690769	691821	-	1053	131	104	103	186	112	158
USA300HOU_0635	CP000730.1	691885	692973	-	1089	146	138	150	287	157	246
USA300HOU_0636	CP000730.1	693151	693450	-	300	89	95	75	80	29	110
USA300HOU_0637	CP000730.1	693467	693784	-	318	93	94	77	71	48	75
USA300HOU_0638	CP000730.1	693938	694219	-	282	41	26	41	30	10	37
USA300HOU_0640	CP000730.1	694854	695075	-	222	0	0	0	0	0	0
USA300HOU_0641	CP000730.1	695095	695295	-	201	0	0	0	0	0	0
USA300HOU_0642	CP000730.1	695454	696011	+	558	0	0	2	0	0	0
USA300HOU_0643	CP000730.1	696033	698432	+	2400	4	3	4	0	0	3
USA300HOU_0644	CP000730.1	698422	698844	+	423	2	0	1	0	0	0
USA300HOU_0645	CP000730.1	698844	699185	+	342	59	39	62	55	18	58
USA300HOU_0646	CP000730.1	699178	700671	+	1494	163	144	175	174	86	193
USA300HOU_0647	CP000730.1	700675	701154	+	480	42	33	36	48	18	38
USA300HOU_0648	CP000730.1	701154	701453	+	300	54	36	37	40	16	30
USA300HOU_0649	CP000730.1	701431	701865	+	435	87	61	89	54	24	48
USA300HOU_0650	CP000730.1	702208	704247	+	2040	11732	10970	10022	3881	2357	4101
USA300HOU_0651	CP000730.1	705413	706339	-	927	2008	1619	3030	4434	2285	6494
USA300HOU_0652	CP000730.1	706339	707172	-	834	1256	739	1581	3199	1834	4756
USA300HOU_0653	CP000730.1	707169	707909	-	741	1393	960	1490	4141	2459	6855
USA300HOU_0654	CP000730.1	708031	708672	+	642	4413	4451	5590	6137	3869	9855
USA300HOU_0655	CP000730.1	708758	709507	-	750	435	392	487	629	433	922
USA300HOU_0656	CP000730.1	709743	710504	+	762	809	521	492	2100	1128	2204
